,Headlines,Andrew,Bryan,Charlie,David,Elfie,Freddy,George,Henry,Islam,Jack,Kevin
14929,Trump 'working' with Xi Jinping to save jobs at Chinese company hit by US ban,0,0,0,0,0,0,0,0,0,0,0
14930,A simple solution to the MoD’s budget shortfall,0,0,0,0,0,0,0,0,0,0,0
14931,IMF to launch global public and private borrowing database,0,0,0,0,0,0,0,0,0,0,0
14932,"'From coal to clean' – UK does not need to turn to gas, says WWF",1,1,0,1,0,1,0,1,1,1,0
14933,"Bigger mortgages for greener homes? Yep, that's right",0,0,0,0,0,0,0,0,0,0,0
14934,Fracking mogul Jim Ratcliffe becomes UK’s richest person,0,0,0,0,0,0,0,0,0,0,0
14935,Consumer champions  First Direct offers seven-day switch – but it’s been a nightmare,1,0,1,1,1,0,0,0,1,1,0
14936,"Observer business agenda  


  Has Royal Mail got the answer to BT’s pensions problem?",0,0,0,0,0,0,0,0,0,0,0
14937,"Business leader  


  The UK economy’s slowdown is clear to all. Except the Bank of England",0,1,1,1,0,1,1,1,1,0,0
14938,"The shifting patterns of English  


  May I have a word about… impenetrable sentences?",0,0,0,0,0,0,0,0,0,0,0
14939,Defence department accused of locking Australian firms out of submarine contract,0,0,0,0,0,0,0,0,0,0,0
14940,"For Brexit Tories, the hard border is too hard a question",0,0,0,0,0,0,0,0,0,0,0
14941,"Lenovo, the Chinese giant that plays by the rules … and loses",0,0,0,0,0,0,0,0,0,0,0
14942,Rise of robots threatens to terminate the UK call-centre workforce,0,0,0,0,0,0,0,0,0,0,0
14943,Donald Trump and health secretary outline 'blueprint' to lower drug prices,0,0,0,0,0,0,0,1,0,1,1
14944,‘Was I blocked from a Ryanair flight because of racism?’,0,0,0,0,0,0,0,0,0,0,0
14945,"Money talks  


  Six ways to prove rail fares reform is not just a PR con trick",0,0,0,0,0,0,0,0,0,0,0
14946,House prices are on the slide – where will they go now?,0,0,0,0,0,0,0,0,0,0,0
14947,Barnes & Noble: why it could soon be the bookshop's final chapter,0,0,0,0,0,0,0,0,0,0,0
14948,"'Just four citizens': the Australians who confronted Adani in India, and made a difference",0,0,0,0,0,0,0,0,0,0,0
14949,Rory McIlroy tops list of Britain’s richest sports stars,0,0,0,0,0,0,0,0,0,0,0
14950,WH Smith apologises after outcry over hospital shop prices,0,0,0,0,0,0,0,0,0,0,0
14951,Npower price rise sparks widespread criticism,0,1,0,1,0,1,0,0,1,1,0
14952,Ex-Deutsche Bank broker told to pay £1m over insider dealing,0,1,1,1,0,1,1,1,1,0,0
14953,"Barclays boss Jes Staley fined £642,000 over whistleblower scandal",0,0,0,0,0,0,0,0,0,0,0
14954,Open up rail ticket booking to third parties,0,0,0,0,0,0,0,0,0,0,0
14955,Sunset at Persepolis: Iranians fear Trump has killed tourism boom,0,0,0,0,0,0,0,0,0,0,0
14956,Embarrassed AT&T says hiring Trump fixer Michael Cohen was 'big mistake',0,0,0,0,0,0,0,0,0,0,0
14957,"Live  Barclays boss fined £642,430 over whistleblower incident - as it happened",0,0,0,0,0,0,0,0,0,0,0
14958,Chocolate wars: Waitrose faces copycat claim from Hotel Chocolat,0,0,0,0,0,0,0,0,0,0,0
14959,Sunday Times Rich List: UK's wealthiest hedge fund manager now worth £3bn,0,0,0,0,0,0,0,0,0,0,0
14960,Local council issues tree preservation orders to stop Network Rail felling,0,0,0,0,0,0,0,0,0,0,0
14961,Nude Modigliani painting expected to fetch $150m at auction,0,0,0,0,0,0,0,0,0,0,0
14962,"Zoopla, PrimeLocation and uSwitch owner ZPG sold for £2.2bn",0,0,0,0,0,0,0,0,0,0,0
14963,Next sales bask in April sunshine as Superdry suffers chilly March,0,0,0,0,0,0,0,0,0,0,0
14964,Fat may feel like a personal issue – but policy is to blame,0,0,0,0,0,0,0,0,0,0,0
14965,No ticket to ride: Japanese bus drivers strike by giving free rides,0,0,0,0,0,0,0,0,0,0,0
14966,Man changed address of UPS headquarters to his own apartment,0,0,0,0,0,0,0,0,0,0,0
14967,Concerns after potentially lethal fault found in VW Polo and Seat seatbelts,0,0,0,0,0,0,0,0,0,0,0
14968,"Customs union only way to prevent hard border in Ireland, says Major",0,0,0,0,0,0,0,0,0,0,0
14969,Not tickled pink: wine experts warn of rosé drought for UK fans,0,0,0,0,0,0,0,0,0,0,0
14970,"Whirlpool should be made to recall tumble dryers, say MPs",0,0,0,0,0,0,0,0,0,0,0
14971,Whole lotta debt: can Gibson guitars strike a chord again?,0,0,0,0,0,0,0,0,0,0,0
14972,Implications of the property price fall,1,0,1,1,1,1,1,1,0,0,1
14973,Bank of England holds UK interest rates at 0.5%,0,1,1,1,0,1,1,1,1,0,0
14974,Melrose shareholders revolt against directors' £42m bonuses,0,0,0,0,0,0,0,0,0,0,0
14975,"Nils Pratley on finance  


  BT's credibility is still very much on the line",0,1,1,1,0,1,1,1,1,0,0
14976,MPs launch inquiry into high streets facing threat from online,0,0,0,0,0,0,0,0,0,0,0
14977,Police investigate gold panning in Welsh river,0,0,0,0,0,0,0,0,0,0,0
14978,Business live  Bank of England governor Mark Carney defends leaving interest rates on hold again - as it happened,0,1,1,1,0,1,1,1,1,0,0
14979,Chris Grayling defends expensive last-minute rail fares,0,0,0,0,0,0,0,0,0,0,0
14980,French family's last three bottles of 1774 wine up for auction,0,0,0,0,0,0,0,0,0,0,0
14981,House of Fraser slides to £44m loss ahead of Chinese takeover,0,0,0,0,0,0,0,0,0,0,0
14982,UK petrol prices to rise after Trump ditches Iran nuclear deal,0,0,0,0,0,0,0,0,0,0,0
14983,Google wants to cure our phone addiction. How about that for irony?,0,0,0,0,0,0,0,0,0,0,0
14984,Steakhouse chain Cau may close putting 700 UK jobs at risk,0,0,0,0,0,0,0,0,0,0,0
14985,Apple scraps €850m Irish data centre after planning delays,0,0,0,0,0,0,0,0,0,0,0
14986,"BT to axe 13,000 jobs and move out of central London HQ",0,0,0,0,0,0,0,0,0,0,0
14987,"Nils Pratley on finance  


  BT v DT: does the German giant want less fibre?",0,1,1,1,0,1,1,1,1,0,0
14988,RBS settles US Department of Justice investigation with $4.9bn fine,0,0,0,0,0,0,0,0,0,0,0
14989,The long read  The spectacular power of Big Lens,0,1,0,1,0,1,0,0,1,1,0
14990,China's ZTE may be first major casualty of trade war with US,0,0,0,0,0,0,0,0,0,0,0
14991,"Robert Mueller investigating payments to Michael Cohen, Swiss drug giant says",0,0,0,0,0,0,0,0,0,0,0
14992,"Failure to seal EU free trade deal will mean higher UK food prices, say peers",1,0,0,0,0,0,0,1,1,0,0
14993,"Men should work less to close gender pay gap, says thinktank",0,0,0,0,0,0,0,0,0,0,0
14994,Fox to press on with Disney merger despite likely Comcast bid,0,0,0,0,0,0,0,0,0,0,0
14995,Business live  Oil hits $77 but Iranian rial tumbles after Trump quits nuclear deal - as it happened,0,1,0,1,0,1,0,0,1,1,0
14996,Firms could be named and shamed over abuse of workers' rights,0,0,0,0,0,0,0,0,0,0,0
14997,EU rushes to arrange crisis meeting with Iran over nuclear deal,0,0,0,0,0,0,0,0,0,0,0
14998,Fear and loathing in Buenos Aires: will Argentina’s IMF gamble pay off?,0,0,0,0,0,0,0,0,0,0,0
14999,"Millennials need a fairer society, not a £10k handout",0,0,0,0,0,0,0,0,0,0,0
15000,Railway stations should be for catching trains not shopping,0,0,0,0,0,0,0,0,0,0,0
15001,Revealed: Network Rail draws up option to remove all 'leaf fall' trees from wider trackside area,0,0,0,0,0,0,0,0,0,0,0
15002,Oil prices hit three-and-a-half-year high after US exits from Iran deal,0,1,0,1,0,1,0,0,1,1,0
15003,Why are oil prices soaring as US exits Iran nuclear deal?,0,1,0,1,0,1,0,0,1,1,0
15004,"BMW to recall more than 300,000 cars in UK over stalling risk",0,0,0,0,0,0,0,0,0,0,0
15005,Airbus space contract will move from UK to continent due to Brexit,0,0,0,0,0,0,0,0,0,0,0
15006,Jay-Z ordered to testify in SEC investigation into Rocawear,0,0,0,0,0,0,0,0,0,0,0
15007,Greggs blames 'beast from the east' for weaker profits,0,0,0,0,0,0,0,0,0,0,0
15008,"How Trump's Iran deal exit could hit aviation, oil and car industries",0,1,0,1,0,1,0,0,1,1,0
15009,Sunrise care homes group to pay £2m compensation over upfront fees,0,0,0,0,0,0,0,0,0,0,0
15010,Elon Musk wants to put tunnels under LA – but they might not fit his Tesla,0,0,0,0,0,0,0,0,0,0,0
15011,Guardian Selects  How do you move mountains of unwanted weed?,0,0,0,0,0,0,0,0,0,0,0
15012,Vodafone strikes €18bn deal for Liberty Global's cable and broadband assets,0,0,0,0,0,0,0,0,0,0,0
15013,"Project Syndicate economists  


  Showing the way in San José – how Costa Rica gets it right",0,0,0,0,0,0,0,0,0,0,0
15014,"The alternatives  


  The shopping centre where the currency is hope",0,0,0,0,0,0,0,0,0,0,0
15015,Business made simple  How bereaved parents became 'accidental world leaders' in 3D printing,0,0,0,0,0,0,0,0,0,0,0
15016,Box office analysis: UK  Avengers: Infinity War well on way to be Marvel's biggest-ever UK box office hit,0,0,0,0,0,0,0,0,0,0,0
15017,The Daphne Project  Malta 'fuelling Libya instability' by failing to tackle oil smuggling,0,1,0,1,0,1,0,0,1,1,0
15018,Use excess wind and solar power to produce hydrogen – report,0,1,0,1,0,1,0,0,1,1,0
15019,UK retailers suffer sharpest sales drop for 22 years in April,1,0,1,1,1,0,0,0,1,1,0
15020,Argentina seeks IMF loan to rescue peso from downward slide,0,0,0,0,0,0,0,0,0,0,0
15021,Google's robot assistant now makes eerily lifelike phone calls for you,0,0,0,0,0,0,0,0,0,0,0
15022,"Nils Pratley on finance  


  Challenger banks discover they won't get far on their own",0,1,1,1,0,1,1,1,1,0,0
15023,The Guardian view on 100-ball cricket: the sacred and the profane,0,0,0,0,0,0,0,0,0,0,0
15024,Italians to wake up and smell Starbucks coffee in Milan,0,0,0,0,0,0,0,0,0,0,0
15025,Business live  UK house prices fall; Takeover drama at Shire and Virgin Money - as it happened,0,0,0,0,0,0,0,0,0,0,0
15026,"Phones 4u founder John Caudwell ordered to pay £500,000 damages",0,0,0,0,0,0,0,0,0,0,0
15027,Richard Branson set for large profit if CYBG and Virgin Money merge,0,0,0,0,0,0,0,0,0,0,0
15028,DPD raises pay and scraps fines after driver's death,0,0,0,0,0,0,0,0,0,0,0
15029,Gold-sprinkled pizzas and billionaire philanthropists – just two of the reasons to love capitalism,0,0,0,0,0,0,0,0,0,0,0
15030,SSE-npower merger faces full investigation amid price concerns,0,1,0,1,0,1,0,0,1,1,0
15031,Cash payment crackdown to counter tax evasion and black economy,0,0,0,0,0,0,0,0,0,0,0
15032,Halifax dismisses fears of housing market crash despite fall in prices,1,1,1,1,1,1,1,1,1,0,1
15033,"'Urgent' plan needed to improve productivity, say UK manufacturers",0,0,0,0,0,0,0,0,0,0,0
15034,Adderall maker Shire agrees £46bn takeover by Takeda,0,0,0,0,0,0,0,0,0,0,0
15035,Founder of Worms maker Team17 in line for £50m windfall,0,0,0,0,0,0,0,0,0,0,0
15036,Tax-haven transparency won’t stop money laundering in Britain,0,0,0,0,0,0,0,0,0,0,0
15037,The long read  How the chicken nugget became the true symbol of our era,0,0,0,0,0,0,0,0,0,0,0
15038,Rail industry prepares for season ticket cull in fares shake-up,0,0,0,0,0,0,0,0,0,0,0
15039,"Sainsbury's-Asda deal risks environmental harm, say campaigners",0,0,0,0,0,0,0,0,0,0,0
15040,"BBC, ITV and Channel 4 in talks to create UK streaming service",0,0,0,0,0,0,0,0,0,0,0
15041,What lies beneath: the subterranean secrets of London's super-rich,0,0,0,0,0,0,0,0,0,0,0
15042,Nestlé pays Starbucks $7.15bn for rights to sell coffee chain's products,0,0,0,0,0,0,0,0,0,0,0
15043,TSB crisis: IT meltdown enters third week 'but progress being made',0,0,0,0,0,0,0,0,0,0,0
15044,Future of Air France 'in doubt' after boss quits amid strike action,0,0,0,0,0,0,0,0,0,0,0
15045,May bank holiday sun heats up sales of paddling pools and garden gnomes,0,1,1,1,0,1,1,1,1,0,0
15046,Rotten results: Sainsbury's drops project to halve food waste,1,0,0,0,0,0,0,1,1,0,0
15047,Cracks in nuclear reactor will hit EDF Energy with £120m bill,0,1,0,1,0,1,0,0,1,1,0
15048,HMRC accused of ignoring online VAT fraud worth £1.2bn a year,0,0,0,0,0,0,0,0,0,0,0
15049,Sainsbury's-Asda merger could lead to 'monopoly' towns in UK,0,0,0,0,0,0,0,0,0,0,0
15050,John Lewis denies Waitrose takeover approach by Amazon,0,0,0,0,0,0,0,0,0,0,0
15051,"Economics viewpoint  


  UK interest rates to rise this week? A cut would be better advised",0,0,0,0,0,0,0,0,0,0,0
15052,"Business leader  


  Will UK interest rates now stay low for a very long time?",0,0,0,0,0,0,0,0,0,0,0
15053,New law to tackle electric cars’ silent menace to pedestrians,1,1,0,0,0,0,0,1,0,1,0
15054,"William Keegan's in my view  


  Hard Brexit will create more social anger than staying put",0,0,0,0,0,0,0,0,0,0,0
15055,"Observer business agenda  


  Bookies are struggling – but they’ve got a dead cert coming up, honest",0,0,0,0,0,0,0,0,0,0,0
15056,"As the interest-only mortgage crisis hits, here’s how you can avoid the heartache",0,0,0,0,0,0,0,0,0,0,0
15057,Fish and chip shops battered by soaring costs and freak weather,0,0,0,0,0,0,0,0,0,0,0
15058,Trump White House accuses China of 'Orwellian nonsense',0,0,0,0,0,0,0,0,0,0,0
15059,Macron’s reforming zeal will be a test of France’s appetite for change,0,0,0,0,0,0,0,0,0,0,0
15060,A new reality: could VR revive the amusement arcade?,0,0,0,0,0,0,0,0,0,0,0
15061,Build your own Adjaye: starchitects design catalogue homes,0,0,0,0,0,0,0,0,0,0,0
15062,You're the expert  Should I get rid of my Isa and buy Lloyds Bank shares instead?,0,1,1,1,0,1,1,1,1,0,0
15063,British cheese boom driven by stilton – and mozzarella,0,0,0,0,0,0,0,0,0,0,0
15064,Royal wedding could give £80m lift to Britain's economy,0,0,0,0,0,0,0,0,0,0,0
15065,California's economy passes UK's to become world's fifth biggest,0,0,0,0,0,0,0,0,0,0,0
15066,Michael Gove leading plan to ban sale of new hybrid cars by 2040,0,0,0,0,0,0,0,0,0,0,0
15067,"Business live  US trade mission ends with limited progress, China says - as it happened",0,0,0,0,0,0,0,0,0,0,0
15068,Argentina pushes interest rates to 40% to defend the peso,0,0,0,0,0,0,0,0,0,0,0
15069,TGI Fridays staff to hold UK’s first strike over tips,0,0,0,0,0,0,0,0,0,0,0
15070,Balearic Islands turn to sunshine in shift to 100% green energy,0,1,0,1,0,1,0,0,1,1,0
15071,"US unemployment falls to 17-year low of 3.9% as economy adds 164,000 jobs",0,0,0,0,0,0,0,0,0,0,0
15072,"Jacques Vert and Windsmoor owner in administration putting 1,000 jobs at risk",0,0,0,0,0,0,0,0,0,0,0
15073,"BT expected to cut 6,000 jobs",0,0,0,0,0,0,0,0,0,0,0
15074,US-China talks end in increased tension and demand for $200bn trade deficit cut,0,0,0,0,0,0,0,0,0,0,0
15075,Sports Direct says parliamentary witch-hunt led to assaults on staff,0,0,0,0,0,0,0,0,0,0,0
15076,Ex-BHS owner unable to afford lawyers in pension conviction appeal,0,0,0,0,0,0,0,0,0,0,0
15077,Surprise UK rise in new car sales but diesel continues to plunge,0,0,0,0,0,0,0,0,0,0,0
15078,"The Upside weekly report  How technology can make the world a cleaner, safer place",1,0,1,1,1,1,0,0,1,1,0
15079,"UK buyers need more help to find cheaper mortgage deals, says FCA",0,0,0,0,0,0,0,0,0,0,0
15080,Hermes 'trained managers to mislead tax inspectors',0,0,0,0,0,0,0,0,0,0,0
15081,Qantas planes in near miss as takeoff aborted at Perth airport,0,0,0,0,0,0,0,0,0,0,0
15082,UK growth prediction for 2018 scaled back to 1.4% by thinktank,0,0,0,0,0,0,0,0,0,0,0
15083,VW emissions scandal: US charges ex-CEO with conspiracy and fraud,0,0,0,0,0,0,0,0,0,0,0
15084,"More than 1,500 jobs at risk at Virgin Media and retail group Calvetron",1,0,1,1,1,0,1,1,1,1,1
15085,"Nils Pratley on finance  


  Unilever finds fly in soup after shareholder rebellion",0,1,1,1,0,1,1,1,1,0,0
15086,House of Fraser may have to pay millions into pension scheme,0,0,0,0,0,0,0,0,0,0,0
15087,The Guardian view on a job guarantee: a policy whose time has come,0,0,0,0,0,0,0,0,0,0,0
15088,"More than 1,000 economists warn Trump his trade views echo 1930s errors",0,0,0,0,0,0,0,0,0,0,0
15089,Investor criticises chiefs of lossmaking Gloo for pocketing millions,0,0,0,0,0,0,0,0,0,0,0
15090,Universities and identity checks,0,0,0,0,0,0,0,0,0,0,0
15091,Business live  Markets slide as US-China trade talks begin with Trump call for 'level playing field' - as it happened,0,1,1,1,0,1,1,1,1,0,0
15092,Tesla shares fall more than 7% after company reports record loss,0,0,0,0,0,0,0,0,0,0,0
15093,"Post-Brexit port checks could disrupt fresh food supplies, say freight bosses",1,0,0,0,0,0,0,1,1,0,0
15094,Guy Lodge's streaming and DVDs  Amazon Prime Video's growth outpaces Netflix in UK,0,0,0,0,0,0,0,0,0,0,0
15095,Asda-Sainsbury's merger: MPs fear squeeze on suppliers,0,0,0,0,0,0,0,0,0,0,0
15096,"Both options on future customs relationship remain alive, says Davis",0,0,0,0,0,0,0,0,0,0,0
15097,Xiaomi to sell smartphones in UK through Three,0,0,0,0,0,0,0,0,0,0,0
15098,Prospect of UK interest rate rise dims as service sector struggles,0,0,0,0,0,0,0,0,0,0,0
15099,Motor Mouths: an audiovisual guide to the UK car industry – in pictures,0,0,0,0,0,0,0,0,0,0,0
15100,Lidl offers locally grown cannabis to Swiss shoppers,0,0,0,0,0,0,0,0,0,0,0
15101,Gold demand at weakest in first quarter since 2008 financial crisis,0,1,1,1,0,1,1,1,1,0,0
15102,Tesla posts record $710m net loss as it struggles to produce Model 3 cars,0,0,0,0,0,0,0,0,0,0,0
15103,TalkTalk and Vodafone dishing up 'worst UK customer service',0,0,0,0,0,0,0,0,0,0,0
15104,Co-op offers 'no frills' cremation service,0,0,0,0,0,0,0,0,0,0,0
15105,£250m spent but no starter homes yet built under flagship fund,0,0,0,0,0,0,0,0,0,0,0
15106,Mike Ashley reignites row over Sports Direct's working practices,0,0,0,0,0,0,0,0,0,0,0
15107,TSB chief Paul Pester to forfeit £2m bonus in wake of IT meltdown,0,0,0,0,0,0,0,0,0,0,0
15108,House of Fraser to close stores as part of restructuring deal,0,0,0,0,0,0,0,0,0,0,0
15109,"Black men arrested in Starbucks settle for $1 each and $200,000 program for young people",0,0,0,0,0,0,0,0,0,0,0
15110,Business live  MPs slam TSB boss's complacency over IT fiasco - as it happened,0,0,0,0,0,0,0,0,0,0,0
15111,Shares in Snapchat owner plummet as redesign hits results,0,0,0,0,0,0,0,0,0,0,0
15112,EDF plan for tallest UK onshore wind turbines prompts outcry,0,0,0,0,0,0,0,0,0,0,0
15113,LeoVegas fined for accepting bets from problem gamblers,1,1,0,1,0,1,0,1,1,1,0
15114,Casual dining crunch slices Pizza Express profits,0,0,0,0,0,0,0,0,0,0,0
15115,UK construction sector bounces back after 'beast from the east',1,1,1,0,0,1,1,0,1,0,1
15116,Bookmaker blames bad weather and Arsenal for poor returns,0,0,0,0,0,0,0,0,0,0,0
15117,Apple delivers best-ever second quarter despite sales worries,0,0,0,0,0,0,0,0,0,0,0
15118,'Dirty money': U-turn as Tories back plans to make tax havens transparent,0,0,0,0,0,0,0,0,0,0,0
15119,Nisa shopkeepers try last attempt to stop Co-op takeover,0,0,0,0,0,0,0,0,0,0,0
